course,question,optionA,optionB,optionC,optionD,correctAnswer,,,,,,,,,,,,,,,,
CHE102,The IUPAC name of CH3CH(CH3)CH=CH2 is,3-Methylbut-1-ene,2-Methylbut-1-ene,3-Methylbut-2-ene,2-Methylbut-2-ene,A,,,,,,,,,,,,,,,,
CHE102,Which reagent converts an alkyne to a cis-alkene?,H2/Pd,H2/Lindlar’s catalyst,Na/NH3,LiAlH4,B,,,,,,,,,,,,,,,,
CHE102,The reaction of CH3COCl with NH3 produces what?,An amine,An amide,An imine,A nitrile,B,,,,,,,,,,,,,,,,
CHE102,Which of the following is a meta-directing group in benzene?,–NH2,–OCH3,–NO2,–CH3,C,,,,,,,,,,,,,,,,
CHE102,What is the product of the ozonolysis of 1-hexene followed by reductive workup?,Pentanal and methanal,Butanal and ethanal,Pentanal only,Ethanal only,A,,,,,,,,,,,,,,,,
CHE102,The reaction of CH3CH2OH with PCl5 produces what?,CH3CH2Cl,CH3Cl,CH3CH2PO4,CH3CHO,A,,,,,,,,,,,,,,,,
CHE102,Which of the following has the highest boiling point?,Heptane,Heptanol,Heptanal,Heptanone,B,,,,,,,,,,,,,,,,
CHE102,What is the IUPAC name of CH3CH2CH2CH2COOH?,Pentanoic acid,Butanoic acid,Hexanoic acid,Propanoic acid,A,,,,,,,,,,,,,,,,
CHE102,The reaction of an aldehyde with Tollens’ reagent produces what?,A silver mirror,A red precipitate,An alcohol,A ketone,A,,,,,,,,,,,,,,,,
CHE102,Which of the following is not a characteristic of transition metals?,Partially filled d-orbitals,Form colored compounds,High melting points,Low reactivity,D,,,,,,,,,,,,,,,,
CHE102,What is the product of the reaction of CH3CH2COCH2CH3 with CH3MgBr followed by hydrolysis?,Pentan-3-ol,2-Methylbutan-2-ol,Pentan-2-ol,Hexan-3-ol,A,,,,,,,,,,,,,,,,
CHE102,The IUPAC name of CH3CH2CH2C=CH is,Hex-1-yne,Pent-1-yne,But-1-yne,Pent-2-yne,B,,,,,,,,,,,,,,,,
CHE102,Which reagent is used to convert an ester to a secondary alcohol?,LiAlH4,NaBH4,CH3MgBr,H2/Pt,C,,,,,,,,,,,,,,,,
CHE102,The reaction of CH3CHO with NH2OH produces what?,An oxime,An amine,An amide,An enamine,A,,,,,,,,,,,,,,,,
CHE102,Which of the following is a property of halogens?,High electronegativity,Form ionic bonds,Low reactivity,Metallic,A,,,,,,,,,,,,,,,,
CHE102,What is the product of the reaction of CH3CH2CH=CH2 with H2O/H2SO4/HgSO4?,Butan-1-ol,Butan-2-ol,Butanal,Butanone,D,,,,,,,,,,,,,,,,
CHE102,The IUPAC name of CH3CH2OCH2CH3 is,Ethoxyethane,Dimethyl ether,Ethyl methyl ether,Methoxymethane,A,,,,,,,,,,,,,,,,
CHE102,Which of the following is a product of incomplete combustion of hydrocarbons?,CO2,H2O,CO,O2,C,,,,,,,,,,,,,,,,
CHE102,The reaction of CH3COOH with LiAlH4 produces what?,Ethanol,Ethanal,Acetic acid,Ethane,A,,,,,,,,,,,,,,,,
CHE102,Which of the following is not a characteristic of alkenes?,Contain double bonds,Undergo substitution reactions,Form geometric isomers,Unsaturated,B,,,,,,,,,,,,,,,,
CHE102,What is the IUPAC name of CH3CH(OH)CH3?,Propan-1-ol,Propan-2-ol,Butan-1-ol,Ethanol,B,,,,,,,,,,,,,,,,
CHE102,The reaction of benzene with CH3COCl/AlCl3 produces what?,Acetophenone,Toluene,Benzyl chloride,Phenol,A,,,,,,,,,,,,,,,,
CHE102,Which of the following is a noble gas?,Nitrogen,Oxygen,Krypton,Fluorine,C,,,,,,,,,,,,,,,,
CHE102,What is the product of the reaction of CH3COOCH3 with LiAlH4 followed by hydrolysis?,Methanol and ethanol,Ethanol only,Methanol only,Methanol and ethanal,A,,,,,,,,,,,,,,,,
CHE102,The hybridization of carbon in ethyne is,sp,sp2,sp3,sp3d,A,,,,,,,,,,,,,,,,
CHE102,Which of the following compounds is least soluble in water?,CH3OH,CH3COOH,CH3(CH2)10OH,CH3CH2OH,C,,,,,,,,,,,,,,,,
CHE102,What is the product of the reaction of CH3CH=CH2 with HBr in the presence of peroxides?,1-Bromopropane,2-Bromopropane,Propyl bromide,No reaction,A,,,,,,,,,,,,,,,,
CHE102,Which of the following is a characteristic of carboxylic acids?,High boiling points due to hydrogen bonding,Low reactivity,Non-polar,Insoluble in organic solvents,A,,,,,,,,,,,,,,,,
CHE102,What is the IUPAC name of CH3CH2CH2COOCH2CH3?,Ethyl butanoate,Methyl butanoate,Ethyl propanoate,Methyl propanoate,A,,,,,,,,,,,,,,,,
CHE102,The reaction of an alkyne with KMnO4 in cold dilute conditions produces what?,A diol,An acid,A ketone,An aldehyde,A,,,,,,,,,,,,,,,,
CHE102,Which of the following is a property of graphite?,High hardness,Low electrical conductivity,Soft and slippery,Covalent network structure,C,,,,,,,,,,,,,,,,
CHE102,What is the product of the reaction of CH3CH2CH2CHO with LiAlH4 followed by hydrolysis?,Butan-1-ol,Butan-2-ol,Butanal,Butane,A,,,,,,,,,,,,,,,,
CHE102,The IUPAC name of CH3CH(CH3)CH=CH2 is,3-Methylbut-1-ene,2-Methylbut-1-ene,3-Methylbut-2-ene,2-Methylbut-2-ene,A,,,,,,,,,,,,,,,,
CHE102,Which reagent converts an alkyne to a cis-alkene?,H2/Pd,H2/Lindlar’s catalyst,Na/NH3,LiAlH4,B,,,,,,,,,,,,,,,,
CHE102,The reaction of CH3COCl with NH3 produces what?,An amine,An amide,An imine,A nitrile,B,,,,,,,,,,,,,,,,
CHE102,Which of the following is a meta-directing group in benzene?,–NH2,–OCH3,–NO2,–CH3,C,,,,,,,,,,,,,,,,
CHE102,What is the product of the ozonolysis of 1-hexene followed by reductive workup?,Pentanal and methanal,Butanal and ethanal,Pentanal only,Ethanal only,A,,,,,,,,,,,,,,,,
CHE102,The reaction of CH3CH2OH with PCl5 produces what?,CH3CH2Cl,CH3Cl,CH3CH2PO4,CH3CHO,A,,,,,,,,,,,,,,,,
CHE102,Which of the following has the highest boiling point?,Heptane,Heptanol,Heptanal,Heptanone,B,,,,,,,,,,,,,,,,
CHE102,What is the IUPAC name of CH3CH2CH2CH2COOH?,Pentanoic acid,Butanoic acid,Hexanoic acid,Propanoic acid,A,,,,,,,,,,,,,,,,
CHE102,The reaction of an aldehyde with Tollens’ reagent produces what?,A silver mirror,A red precipitate,An alcohol,A ketone,A,,,,,,,,,,,,,,,,
CHE102,Which of the following is not a characteristic of transition metals?,Partially filled d-orbitals,Form colored compounds,High melting points,Low reactivity,D,,,,,,,,,,,,,,,,
CHE102,What is the product of the reaction of CH3CH2COCH2CH3 with CH3MgBr followed by hydrolysis?,Pentan-3-ol,2-Methylbutan-2-ol,Pentan-2-ol,Hexan-3-ol,A,,,,,,,,,,,,,,,,
CHE102,The IUPAC name of CH3CH2CH2C=CH is,Hex-1-yne,Pent-1-yne,But-1-yne,Pent-2-yne,B,,,,,,,,,,,,,,,,
CHE102,Which reagent is used to convert an ester to a secondary alcohol?,LiAlH4,NaBH4,CH3MgBr,H2/Pt,C,,,,,,,,,,,,,,,,
CHE102,The reaction of CH3CHO with NH2OH produces what?,An oxime,An amine,An amide,An enamine,A,,,,,,,,,,,,,,,,
CHE102,Which of the following is a property of halogens?,High electronegativity,Form ionic bonds,Low reactivity,Metallic,A,,,,,,,,,,,,,,,,
CHE102,What is the product of the reaction of CH3CH2CH=CH2 with H2O/H2SO4/HgSO4?,Butan-1-ol,Butan-2-ol,Butanal,Butanone,D,,,,,,,,,,,,,,,,
CHE102,The IUPAC name of CH3CH2OCH2CH3 is,Ethoxyethane,Dimethyl ether,Ethyl methyl ether,Methoxymethane,A,,,,,,,,,,,,,,,,
CHE102,Which of the following is a product of incomplete combustion of hydrocarbons?,CO2,H2O,CO,O2,C,,,,,,,,,,,,,,,,
CHE102,The reaction of CH3COOH with LiAlH4 produces what?,Ethanol,Ethanal,Acetic acid,Ethane,A,,,,,,,,,,,,,,,,
CHE102,Which of the following is not a characteristic of alkenes?,Contain double bonds,Undergo substitution reactions,Form geometric isomers,Unsaturated,B,,,,,,,,,,,,,,,,
CHE102,What is the IUPAC name of CH3CH(OH)CH3?,Propan-1-ol,Propan-2-ol,Butan-1-ol,Ethanol,B,,,,,,,,,,,,,,,,
CHE102,The reaction of benzene with CH3COCl/AlCl3 produces what?,Acetophenone,Toluene,Benzyl chloride,Phenol,A,,,,,,,,,,,,,,,,
CHE102,Which of the following is a noble gas?,Nitrogen,Oxygen,Krypton,Fluorine,C,,,,,,,,,,,,,,,,
CHE102,What is the product of the reaction of CH3COOCH3 with LiAlH4 followed by hydrolysis?,Methanol and ethanol,Ethanol only,Methanol only,Methanol and ethanal,A,,,,,,,,,,,,,,,,
CHE102,The hybridization of carbon in ethyne is,sp,sp2,sp3,sp3d,A,,,,,,,,,,,,,,,,
CHE102,Which of the following compounds is least soluble in water?,CH3OH,CH3COOH,CH3(CH2)10OH,CH3CH2OH,C,,,,,,,,,,,,,,,,
CHE102,What is the product of the reaction of CH3CH=CH2 with HBr in the presence of peroxides?,1-Bromopropane,2-Bromopropane,Propyl bromide,No reaction,A,,,,,,,,,,,,,,,,
CHE102,Which of the following is a characteristic of carboxylic acids?,High boiling points due to hydrogen bonding,Low reactivity,Non-polar,Insoluble in organic solvents,A,,,,,,,,,,,,,,,,
CHE102,What is the IUPAC name of CH3CH2CH2COOCH2CH3?,Ethyl butanoate,Methyl butanoate,Ethyl propanoate,Methyl propanoate,A,,,,,,,,,,,,,,,,
CHE102,Electrolysis is,Use of electrical current to break electrolytic compounds in molten or aqueous states to their constituents elements,Use of hammer to break substances,Use of adhesive to bind surfaces,Use of water to spray,A,,,,,,,,,,,,,,,,
CHE102,Which of these is not an alkali element?,Lithium,Gold,Sodium,Potassium,B,,,,,,,,,,,,,,,,
CHE102,Which of these elements will displace hydrogen from cold water?,Rubidium,Copper,Gold,Tungsten,A,,,,,,,,,,,,,,,,
CHE102,The group in a periodic table shares,Similar electronic configuration physical and chemical properties,Different properties,Different mobility,Different tools,A,,,,,,,,,,,,,,,,
CHE102,What force holds covalent compounds together?,Ionic,Vander Waal,Cubic,Rectangular,B,,,,,,,,,,,,,,,,
CHE102,Which of these are allotropes of carbon?,Diamond and graphite,Procter and Gamble,Silver,Solar,A,,,,,,,,,,,,,,,,
CHE102,Gold is a,Bullet,Malt,Metal,Glass,C,,,,,,,,,,,,,,,,
CHE102,Which of these is the characteristic of Transition elements?,Partly filled d-orbitals,Fully filled lifecycle,Nonmetals,Polarizable electrodes,A,,,,,,,,,,,,,,,,
CHE102,Which of these is not the characteristic of lanthanides and actinide?,Nonmetals,Radioactive,Partially filled f-orbitals,Synthetic elements,A,,,,,,,,,,,,,,,,
CHE102,Which of these elements is not a transition metal?,Iron,Manganese,Zinc,Fluorine,D,,,,,,,,,,,,,,,,
CHE102,Which of these elements is not a halogen?,Fluorine,Chlorine,Iodine,Boron,D,,,,,,,,,,,,,,,,
CHE102,Which of these substances is not a good conductor of electricity?,Copper,Silver,Iron,Diamond,D,,,,,,,,,,,,,,,,
CHE102,Why is graphite a good conductor of electricity?,It contains mobile p electrons,It is rigid,It flows,It is a gas,A,,,,,,,,,,,,,,,,
CHE102,When an element with high electron affinity gains an electron to become an anion; its size,Decreases,Does not change,Increases,Not certain,A,,,,,,,,,,,,,,,,
CHE102,The ions in ionic crystal lattice have,Same size,Different sizes,Unknown sizes,Large sizes,B,,,,,,,,,,,,,,,,
CHE102,Which of these substances is amorphous?,Glass,Sodium chloride,Calcium nitrate,Diamond,A,,,,,,,,,,,,,,,,
CHE102,The molecular crystals have this property,Melt at below 1000C,Very hard solid,Flows,Fluid,A,,,,,,,,,,,,,,,,
CHE102,Can diamond be converted to graphite?,Yes,No,Not certain,Possible,B,,,,,,,,,,,,,,,,
CHE102,Halogens are highly reactive because they,Have high electroaffinity,Low ionization energy,Low boiling point,Inert,A,,,,,,,,,,,,,,,,
CHE102,The reactivity of alkali elements is due to,Low ionization energy,High electron affinity,Inertness,Not sure,A,,,,,,,,,,,,,,,,
CHE102,Mendeleev’s Periodic Table was based on,Atomic mass,Ionization energy,Atomic radius,Ionic radius,A,,,,,,,,,,,,,,,,
CHE102,NaCl is an ionic compound because,Ions are held in lattice,It is covalent molecule,The melting point is below freezing point,It is formed by sharing of electrons,A,,,,,,,,,,,,,,,,
CHE102,Morseley’s Periodic Table was rather based on,Covalent radius,Atomic number,Electron sharing,Electrode potentials,B,,,,,,,,,,,,,,,,
CHE102,Metal structure has a sea of delocalized electrons functioning for,Conduction of electricity,Covalent bonding,Molecule,Electron sharing,A,,,,,,,,,,,,,,,,
CHE102,Why are members of the same group having similar physical and chemical properties?,They have similar electronic configuration,They conduct heat,They are able to conduct electricity,None at all,A,,,,,,,,,,,,,,,,
CHE102,Alkali metals are highly electropositive because they,Hold tightly their outermost electrons,Easily release their outermost electrons for ionization,Have moisture,They are covalent,B,,,,,,,,,,,,,,,,
CHE102,Diamond has,sp3 hybridisation,Sp hybridization,Spd hybridization,Spdf hybridization,A,,,,,,,,,,,,,,,,
CHE102,Graphite is mostly used as,Glass cutter,Electrode,Jewelry,Brittle material,B,,,,,,,,,,,,,,,,
CHE102,Diamond is an important,Jewelry,Lead pencil,Lubricant,Braille,A,,,,,,,,,,,,,,,,
CHE102,Which of these elements is not an alkali metal?,Gold,Sodium,Caesium,Rubidium,A,,,,,,,,,,,,,,,,
CHE102,Which of these elements is not an alkaline earth metal?,Sulphur,Calcium,Barium,Magnesium,A,,,,,,,,,,,,,,,,
CHE102,Covalent compounds are held together by,Vander Waal forces,Collagen,Gum,Ionic forces,A,,,,,,,,,,,,,,,,
CHE102,Lanthanides and Actinides have,Partially filled outermost f-orbitals,No orbital,S-orbital only,None of the above,A,,,,,,,,,,,,,,,,
CHE102,Noble gases have the following properties,Vacancies in their s-orbitals,No vacancies in their outermost s-or p-orbitals,Vacancies in p-orbitals,Vacancies in d-orbitals,B,,,,,,,,,,,,,,,,
CHE102,Elements in Period 7 in the Periodic table are unstable with short half-lives because they are,Synthetic and elements,Naturally occurring,Stable,None of the above,A,,,,,,,,,,,,,,,,
CHE102,Is graphite convertible to diamond?,Not sure,No,Yes,Uncertain,C,,,,,,,,,,,,,,,,
CHE102,What are the products of this reaction; 2Na + 2H2O?,2NaOH + H2,N2 + HNO3,NO2 + O2 + BaO,None of the above,A,,,,,,,,,,,,,,,,
CHE102,The periodic table is a chart that arranges element according to,Atomic mass,Atomic number,Molecular mass,None of the above,B,,,,,,,,,,,,,,,,
CHE102,The principal use of diamond is in,Lighting,Jewelry,Lead pencil,Saw,B,,,,,,,,,,,,,,,,
CHE102,The principal use of graphite is in,Lighting,Jewelry,Lead pencil,Saw,C,,,,,,,,,,,,,,,,
CHE102,The ability of metals to conduct electricity is due to,Surface tension,Presence of mobile ions,Presence of mobile electrons,High tension,C,,,,,,,,,,,,,,,,
CHE102,The reason why graphite is used as electrodes is due to,Absence of free mobile electrons,Presence of free mobile p electrons,Rigid structure,Flexible structure,B,,,,,,,,,,,,,,,,
CHE102,Which of these elements is not alkaline-earth metal?,Ba,Sr,Mg,Pd,D,,,,,,,,,,,,,,,,
CHE102,Which of these elements is not an alkali metal?,Li,Na,Ba,Cs,C,,,,,,,,,,,,,,,,
CHE102,Which of these are not the properties of hydrogen?,Conduction of electricity,Reducing agent,Hardening of oil,Liberation of copper from copper salt,A,,,,,,,,,,,,,,,,
CHE102,Hydrogen can be produced in any of these groups except,Group I,Group IV,Group VII,Group III,D,,,,,,,,,,,,,,,,
CHE102,Predict the product or products of this reaction.,CH3CH2C=CNa,CH3CH2C=CNH2,CH3CH2C=CNaNH2,CH3CH2CH=CNa,A,,,,,,,,,,,,,,,,
CHE102,Predict the product or products of this reaction.,(CH3CH2)3Br + HBr,(CH3CH2)3CBr + HBr,(CH3CH2)3HBr + HBr,(CH3CH2)2Br + HBr,B,,,,,,,,,,,,,,,,
CHE102,Which one of the following compounds is not expected to be completely soluble in water at room temperature.,CH3CH2CH2OH,CH3COOH,CH3(CH2)16COOH,CH3,C,,,,,,,,,,,,,,,,
CHE102,The functional group of a molecule does not affect a compound’s,solubility,melting point,reaction with other molecules,carbon chain length,D,,,,,,,,,,,,,,,,
CHE102,The combustion of a hydrocarbon will produce mandatory,SO2,CO2,CO,SO3,B,,,,,,,,,,,,,,,,
CHE102,Which of the following substances presents only primary carbon atoms in its structure?,methane,acetylene,ethane,propane,C,,,,,,,,,,,,,,,,
CHE102,The formula of the compound below represents,primary alcohol,secondary alcohol,tertiary alcohol,quaternary alcohol,C,,,,,,,,,,,,,,,,
CHE102,What can result by the reduction of an aldehyde?,a primary alcohol,a secondary alcohol,a carboxylic acid,a compound with a mixed functional alcohol–aldehyde,A,,,,,,,,,,,,,,,,
CHE102,What can result by the reduction of a ketone?,a primary alcohol,a secondary alcohol,a carboxylic acid,a compound with a mixed functional alcohol–ketone,B,,,,,,,,,,,,,,,,
CHE102,The alcoholic fermentation is a reaction of,dehydration,hydrolysis,esterification,catalyzed enzymatically,D,,,,,,,,,,,,,,,,
CHE102,H2 does not react with any of the isomers of the following molecular formulas,C2H4,C2H2,C6H6,C4H10,D,,,,,,,,,,,,,,,,
CHE102,In which of the following reactions a C-C bond is broken,CH3–CN + 2H2 ? CH3–CH2–NH2,C6H5–CH3 + 3H2 ? C6H11–CH3,C6H5–NO2 + 3H2 ? C6H5–NH2 + 2H2O,C6H5–CH3 + H2 ? C6H6 + CH4,D,,,,,,,,,,,,,,,,
CHE102,Organic compounds can contain other elements such as oxygen or nitrogen. True or False,TRUE,FALSE,Neither true nor false,None of the above,A,,,,,,,,,,,,,,,,
CHE102,Organic compounds are always derived from a living source. True or False,TRUE,FALSE,Neither true nor false,None of the above,B,,,,,,,,,,,,,,,,
CHE102,An unlimited number of carbon atoms can bond together to form chains. True or False,TRUE,FALSE,Neither true nor false,None of the above,A,,,,,,,,,,,,,,,,
CHE102,Most organic compounds contain ionic bonds. True or False,TRUE,FALSE,Neither true nor false,None of the above,B,,,,,,,,,,,,,,,,
CHE102,There are more inorganic compounds than organic compounds. True or False,TRUE,FALSE,Neither true nor false,None of the above,B,,,,,,,,,,,,,,,,
CHE102,Most inorganic compounds have a higher melting point than organic compounds. True or false,TRUE,FALSE,Neither true nor false,None of the above,A,,,,,,,,,,,,,,,,
CHE102,Inorganic compounds are never found in living systems. True or false,TRUE,FALSE,Neither true nor false,None of the above,B,,,,,,,,,,,,,,,,
CHE102,Isomers always have the same empirical (molecular) formula. True or false,TRUE,FALSE,Neither true nor false,None of the above,A,,,,,,,,,,,,,,,,
CHE102,Isomers have identical physical and chemical properties. True or false,TRUE,FALSE,Neither true nor false,None of the above,B,,,,,,,,,,,,,,,,
CHE102,Carbon-carbon bonds are usually strong and covalent. True or false,TRUE,FALSE,Neither true nor false,None of the above,A,,,,,,,,,,,,,,,,
CHE102,A characteristic of the alkanes is that they burn in air. True or false,TRUE,FALSE,Neither true nor false,None of the above,A,,,,,,,,,,,,,,,,
CHE102,Which statement referring to functional groups is correct? Functional groups are,where nothing happens in a chemical reaction,the parts of molecules used to classify organic molecules,where most chemical reaction occur,both B and C,D,,,,,,,,,,,,,,,,
CHE102,Identify the correct statement: The alkanes represent one family of organic compounds composed of carbon compounds,in which the halogens are a major component,in which there is at least one double bond between carbons,that are composed only of carbon and hydrogen,in which hydrogens can be bonded to other hydrogens,C,,,,,,,,,,,,,,,,
CHE102,Which of the following is an alcohol?,CH3CH2COOH,CH3CH2OH,CH3COCH3,CH3CH2Br,B,,,,,,,,,,,,,,,,
CHE102,What is meant by the term "saturated" when describing hydrocarbons?,The hydrocarbons are saturated with water and are wet,The hydrocarbons are saturated with carbons in its parent chain,The hydrocarbons are saturated with hydrogens and have only single bonds between carbons,The compound is pure,C,,,,,,,,,,,,,,,,
CHE102,Which of the following formulas represents a saturated hydrocarbon?,C2H6,C2H4,C3H6,C5H10,A,,,,,,,,,,,,,,,,
CHE102,What is a characteristic shared by the alkanes?,solids,polar,flammable,colored,C,,,,,,,,,,,,,,,,
CHE102,Which of the following compounds exhibits structural isomerism?,propane,methane,butane,ethane,C,,,,,,,,,,,,,,,,
CHE102,An alkane with 10 carbon atoms is a ___ at room temperature.,solid,liquid,gas,not possible to tell,B,,,,,,,,,,,,,,,,
CHE102,Alkanes react readily with,sodium hydroxide,hydrochloric acid,sulfuric acid,none of the above,D,,,,,,,,,,,,,,,,
CHE102,What would be the product(s) of this reaction?,Ethane,Ethanol,Ethyne,None of the above,A,,,,,,,,,,,,,,,,
CHE102,What would be the product(s) of this reaction?,CH3-CH3,CH3-CH2-Br,CH3-CH2-NaBr,CH3-CH3 + 2NaBr,D,,,,,,,,,,,,,,,,
CHE102,What would be the product(s) of this reaction?,CH4,CH3COOH,CH4 + NaOH,CH4 + NaCO,A,,,,,,,,,,,,,,,,
CHE102,What would be the product(s) of this reaction?,H2O + CO2,CH3OH,2CH3OH,CH3COOH,C,,,,,,,,,,,,,,,,
CHE102,What would be the product(s) of this reaction?,HCHO,H2O + CO2,CH3OH,HCHO + H2O,D,,,,,,,,,,,,,,,,
CHE102,What would be the product(s) of this reaction?,CH3COOH + H2O,2CH3COOH + 2H2O,CH3CH2OH,CH3CH2COOH,B,,,,,,,,,,,,,,,,
CHE102,CH3Cl can be used in the manufacture of,silicones,methyl cellulose,synthetic rubber,all of the above,D,,,,,,,,,,,,,,,,
CHE102,Which of the following can be used as local anesthetic?,Chloroethane,Trichlorofluoromethane,Chloroform,Bromotrifluoromethane,A,,,,,,,,,,,,,,,,
CHE102,Straight chain alkenes have higher boiling point than isomeric branched chain compounds. True or false,TRUE,FALSE,Neither true nor false,None of the above,A,,,,,,,,,,,,,,,,
CHE102,This reaction is possible in the presence of the ___ catalyst,Pt/Ni,Ni/Pd,Pt/Pd/Ni,Cu/Pt/Pd,C,,,,,,,,,,,,,,,,
CHE102,The melting points of structural isomers of carboxylic acid series are their normal chain counterpart,Lower than,Higher than,The same as,Not defined,A,,,,,,,,,,,,,,,,
